City,Date,NO2_daily,Year,Month
Agassiz,2020-05-30,8.125,2020,5
Agassiz,2020-05-31,3.625,2020,5
Agassiz,2020-06-01,4.625,2020,6
Agassiz,2020-06-02,7.666666666666667,2020,6
Agassiz,2020-06-03,4.791666666666667,2020,6
Agassiz,2020-06-04,6.25,2020,6
Agassiz,2020-06-05,4.666666666666667,2020,6
Agassiz,2020-06-06,3.4583333333333335,2020,6
Agassiz,2020-06-07,2.5833333333333335,2020,6
Agassiz,2020-06-08,3.9565217391304346,2020,6
Agassiz,2020-06-09,3.6666666666666665,2020,6
Agassiz,2020-06-10,4.375,2020,6
Agassiz,2020-06-11,5.083333333333333,2020,6
Agassiz,2020-06-12,4.458333333333333,2020,6
Agassiz,2020-06-13,3.1666666666666665,2020,6
Agassiz,2020-06-14,3.9166666666666665,2020,6
Agassiz,2020-06-15,3.9583333333333335,2020,6
Agassiz,2020-06-16,5.0,2020,6
Agassiz,2020-06-17,6.333333333333333,2020,6
Agassiz,2020-06-18,5.75,2020,6
Agassiz,2020-06-19,5.208333333333333,2020,6
Agassiz,2020-06-20,4.541666666666667,2020,6
Agassiz,2020-06-21,2.7083333333333335,2020,6
Agassiz,2020-06-22,6.125,2020,6
Agassiz,2020-06-23,6.708333333333333,2020,6
Agassiz,2020-06-24,6.541666666666667,2020,6
Agassiz,2020-06-25,5.5,2020,6
Agassiz,2020-06-26,5.958333333333333,2020,6
Agassiz,2020-06-27,3.25,2020,6
Agassiz,2020-06-28,3.5416666666666665,2020,6
Agassiz,2020-06-29,2.5833333333333335,2020,6
Agassiz,2020-06-30,5.75,2020,6
Agassiz,2020-07-01,4.458333333333333,2020,7
Agassiz,2020-07-02,5.166666666666667,2020,7
Agassiz,2020-07-03,4.791666666666667,2020,7
Agassiz,2020-07-04,3.7083333333333335,2020,7
Agassiz,2020-07-05,3.5833333333333335,2020,7
Agassiz,2020-07-06,4.521739130434782,2020,7
Agassiz,2020-07-07,3.260869565217391,2020,7
Agassiz,2020-07-08,4.833333333333333,2020,7
Agassiz,2020-07-09,6.625,2020,7
Agassiz,2020-07-10,4.666666666666667,2020,7
Agassiz,2020-07-11,4.583333333333333,2020,7
Agassiz,2020-07-12,2.8333333333333335,2020,7
Agassiz,2020-07-13,5.083333333333333,2020,7
Agassiz,2020-07-14,5.625,2020,7
Agassiz,2020-07-15,6.208333333333333,2020,7
Agassiz,2020-07-16,5.958333333333333,2020,7
Agassiz,2020-07-17,3.875,2020,7
Agassiz,2020-07-18,5.5,2020,7
Agassiz,2020-07-19,5.291666666666667,2020,7
Agassiz,2020-07-20,5.333333333333333,2020,7
Agassiz,2020-07-21,6.458333333333333,2020,7
Agassiz,2020-07-22,4.291666666666667,2020,7
Agassiz,2020-07-23,4.0,2020,7
Agassiz,2020-07-24,4.416666666666667,2020,7
Agassiz,2020-07-25,5.708333333333333,2020,7
Agassiz,2020-07-26,4.708333333333333,2020,7
Agassiz,2020-07-27,5.25,2020,7
Agassiz,2020-07-28,8.416666666666666,2020,7
Agassiz,2020-07-29,9.375,2020,7
Agassiz,2020-07-30,8.708333333333334,2020,7
Agassiz,2020-07-31,8.166666666666666,2020,7
Agassiz,2020-08-01,5.041666666666667,2020,8
Agassiz,2020-08-02,4.333333333333333,2020,8
Agassiz,2020-08-03,4.708333333333333,2020,8
Agassiz,2020-08-04,5.125,2020,8
Agassiz,2020-08-05,6.958333333333333,2020,8
Agassiz,2020-08-06,4.416666666666667,2020,8
Agassiz,2020-08-07,4.458333333333333,2020,8
Agassiz,2020-08-08,4.125,2020,8
Agassiz,2020-08-09,5.041666666666667,2020,8
Agassiz,2020-08-10,6.166666666666667,2020,8
Agassiz,2020-08-11,6.583333333333333,2020,8
Agassiz,2020-08-12,6.0,2020,8
Agassiz,2020-08-13,7.333333333333333,2020,8
Agassiz,2020-08-14,7.541666666666667,2020,8
Agassiz,2020-08-15,7.333333333333333,2020,8
Agassiz,2020-08-16,4.666666666666667,2020,8
Agassiz,2020-08-17,8.0,2020,8
Agassiz,2020-08-18,6.291666666666667,2020,8
Agassiz,2020-08-19,6.416666666666667,2020,8
Agassiz,2020-08-20,6.875,2020,8
Agassiz,2020-08-21,4.958333333333333,2020,8
Agassiz,2020-08-22,5.0,2020,8
Agassiz,2020-08-23,4.083333333333333,2020,8
Agassiz,2020-08-24,7.041666666666667,2020,8
Agassiz,2020-08-25,5.125,2020,8
Agassiz,2020-08-26,6.708333333333333,2020,8
Agassiz,2020-08-27,7.833333333333333,2020,8
Agassiz,2020-08-28,7.041666666666667,2020,8
Agassiz,2020-08-29,5.875,2020,8
Agassiz,2020-08-30,5.75,2020,8
Agassiz,2020-08-31,4.666666666666667,2020,8
Agassiz,2020-09-01,8.333333333333334,2020,9
Agassiz,2020-09-02,7.166666666666667,2020,9
Agassiz,2020-09-03,6.708333333333333,2020,9
Agassiz,2020-09-04,4.916666666666667,2020,9
Agassiz,2020-09-05,6.375,2020,9
Agassiz,2020-09-06,7.375,2020,9
Agassiz,2020-09-07,2.1666666666666665,2020,9
Agassiz,2020-09-08,7.791666666666667,2020,9
Agassiz,2020-09-09,6.625,2020,9
Agassiz,2020-09-10,7.625,2020,9
Agassiz,2020-09-11,10.916666666666666,2020,9
Agassiz,2020-09-12,11.583333333333334,2020,9
Agassiz,2020-09-13,7.25,2020,9
Agassiz,2020-09-14,8.08695652173913,2020,9
Agassiz,2020-09-15,7.0,2020,9
Agassiz,2020-09-16,7.875,2020,9
Agassiz,2020-09-17,10.5,2020,9
Agassiz,2020-09-18,9.916666666666666,2020,9
Agassiz,2020-09-19,7.375,2020,9
Agassiz,2020-09-20,5.875,2020,9
Agassiz,2020-09-21,6.125,2020,9
Agassiz,2020-09-22,7.416666666666667,2020,9
Agassiz,2020-09-23,7.083333333333333,2020,9
Agassiz,2020-09-24,8.083333333333334,2020,9
Agassiz,2020-09-25,5.541666666666667,2020,9
Agassiz,2020-09-26,5.791666666666667,2020,9
Agassiz,2020-09-27,5.791666666666667,2020,9
Agassiz,2020-09-28,4.565217391304348,2020,9
Agassiz,2020-09-29,2.875,2020,9
Agassiz,2020-09-30,4.708333333333333,2020,9
Agassiz,2020-10-01,5.458333333333333,2020,10
Agassiz,2020-10-02,7.833333333333333,2020,10
Agassiz,2020-10-03,7.041666666666667,2020,10
Agassiz,2020-10-04,4.833333333333333,2020,10
Agassiz,2020-10-05,8.666666666666666,2020,10
Agassiz,2020-10-06,10.68421052631579,2020,10
Agassiz,2020-10-07,7.916666666666667,2020,10
Agassiz,2020-10-08,9.5,2020,10
Agassiz,2020-10-09,9.666666666666666,2020,10
Agassiz,2020-10-10,2.75,2020,10
Agassiz,2020-10-11,4.541666666666667,2020,10
Agassiz,2020-10-12,5.5,2020,10
Agassiz,2020-10-13,2.9565217391304346,2020,10
Agassiz,2020-10-14,10.041666666666666,2020,10
Agassiz,2020-10-15,9.666666666666666,2020,10
Agassiz,2020-10-16,9.375,2020,10
Agassiz,2020-10-17,6.125,2020,10
Agassiz,2020-10-18,6.458333333333333,2020,10
Agassiz,2020-10-19,8.458333333333334,2020,10
Agassiz,2020-10-20,11.208333333333334,2020,10
Agassiz,2020-10-21,6.125,2020,10
Agassiz,2020-10-22,4.958333333333333,2020,10
Agassiz,2020-10-23,4.0,2020,10
Agassiz,2020-10-24,1.0833333333333333,2020,10
Agassiz,2020-10-25,3.1666666666666665,2020,10
Agassiz,2020-10-26,11.166666666666666,2020,10
Agassiz,2020-10-27,12.333333333333334,2020,10
Agassiz,2020-10-28,11.083333333333334,2020,10
Agassiz,2020-10-29,11.208333333333334,2020,10
Agassiz,2020-10-30,7.958333333333333,2020,10
Agassiz,2020-10-31,6.916666666666667,2020,10
Agassiz,2020-11-01,4.375,2020,11
Agassiz,2020-11-02,8.25,2020,11
Agassiz,2020-11-03,10.666666666666666,2020,11
Agassiz,2020-11-04,10.541666666666666,2020,11
Agassiz,2020-11-05,6.125,2020,11
Agassiz,2020-11-06,3.0,2020,11
Agassiz,2020-11-07,4.0,2020,11
Agassiz,2020-11-08,1.25,2020,11
Agassiz,2020-11-09,9.541666666666666,2020,11
Agassiz,2020-11-10,10.125,2020,11
Agassiz,2020-11-11,7.625,2020,11
Agassiz,2020-11-12,7.458333333333333,2020,11
Agassiz,2020-11-13,6.75,2020,11
Agassiz,2020-11-14,5.833333333333333,2020,11
Agassiz,2020-11-15,6.833333333333333,2020,11
Agassiz,2020-11-16,3.5,2020,11
Agassiz,2020-11-17,5.916666666666667,2020,11
Agassiz,2020-11-18,10.458333333333334,2020,11
Agassiz,2020-11-19,11.416666666666666,2020,11
Agassiz,2020-11-20,14.416666666666666,2020,11
Agassiz,2020-11-21,7.875,2020,11
Agassiz,2020-11-22,6.125,2020,11
Agassiz,2020-11-23,11.083333333333334,2020,11
Agassiz,2020-11-24,10.666666666666666,2020,11
Agassiz,2020-11-25,11.166666666666666,2020,11
Agassiz,2020-11-26,10.791666666666666,2020,11
Agassiz,2020-11-27,14.333333333333334,2020,11
Agassiz,2020-11-28,9.055555555555555,2020,11
Agassiz,2020-11-29,2.6,2020,11
Agassiz,2020-11-30,8.958333333333334,2020,11
Agassiz,2020-12-01,8.458333333333334,2020,12
Agassiz,2020-12-02,2.0952380952380953,2020,12
Agassiz,2020-12-03,6.416666666666667,2020,12
Agassiz,2020-12-04,6.5,2020,12
Agassiz,2020-12-05,3.1333333333333333,2020,12
Agassiz,2020-12-06,12.333333333333334,2020,12
Agassiz,2020-12-07,10.45,2020,12
Agassiz,2020-12-08,16.583333333333332,2020,12
Agassiz,2020-12-09,12.666666666666666,2020,12
Agassiz,2020-12-10,7.208333333333333,2020,12
Agassiz,2020-12-11,9.75,2020,12
Agassiz,2020-12-12,7.0,2020,12
Agassiz,2020-12-13,4.083333333333333,2020,12
Agassiz,2020-12-14,11.0,2020,12
Agassiz,2020-12-15,12.125,2020,12
Agassiz,2020-12-16,11.166666666666666,2020,12
Agassiz,2020-12-17,14.375,2020,12
Agassiz,2020-12-18,15.458333333333334,2020,12
Agassiz,2020-12-19,6.083333333333333,2020,12
Agassiz,2020-12-20,6.875,2020,12
Agassiz,2020-12-21,10.625,2020,12
Agassiz,2020-12-22,17.958333333333332,2020,12
Agassiz,2020-12-23,4.916666666666667,2020,12
Agassiz,2020-12-24,3.375,2020,12
Agassiz,2020-12-25,1.7083333333333333,2020,12
Agassiz,2020-12-26,9.708333333333334,2020,12
Agassiz,2020-12-27,5.458333333333333,2020,12
Agassiz,2020-12-28,3.8333333333333335,2020,12
Agassiz,2020-12-29,7.083333333333333,2020,12
Agassiz,2020-12-30,9.166666666666666,2020,12
Agassiz,2020-12-31,8.791666666666666,2020,12
Agassiz,2021-01-01,7.208333333333333,2021,1
Agassiz,2021-01-02,8.083333333333334,2021,1
Agassiz,2021-01-03,11.916666666666666,2021,1
Agassiz,2021-01-04,9.583333333333334,2021,1
Agassiz,2021-01-05,12.75,2021,1
Agassiz,2021-01-06,11.708333333333334,2021,1
Agassiz,2021-01-07,6.375,2021,1
Agassiz,2021-01-08,8.583333333333334,2021,1
Agassiz,2021-01-09,5.416666666666667,2021,1
Agassiz,2021-01-10,6.583333333333333,2021,1
Agassiz,2021-01-11,7.541666666666667,2021,1
Agassiz,2021-01-12,6.625,2021,1
Agassiz,2021-01-13,5.416666666666667,2021,1
Agassiz,2021-01-14,5.291666666666667,2021,1
Agassiz,2021-01-15,13.26086956521739,2021,1
Agassiz,2021-01-16,9.958333333333334,2021,1
Agassiz,2021-01-17,10.166666666666666,2021,1
Agassiz,2021-01-18,7.375,2021,1
Agassiz,2021-01-19,11.75,2021,1
Agassiz,2021-01-20,12.333333333333334,2021,1
Agassiz,2021-01-21,3.0833333333333335,2021,1
Agassiz,2021-01-22,1.9166666666666667,2021,1
Agassiz,2021-01-23,9.333333333333334,2021,1
Agassiz,2021-01-24,8.291666666666666,2021,1
Agassiz,2021-01-25,8.625,2021,1
Agassiz,2021-01-26,4.208333333333333,2021,1
Agassiz,2021-01-27,4.583333333333333,2021,1
Agassiz,2021-01-28,4.0,2021,1
Agassiz,2021-01-29,6.833333333333333,2021,1
Agassiz,2021-01-30,5.5,2021,1
Agassiz,2021-01-31,7.166666666666667,2021,1
Agassiz,2021-02-01,7.041666666666667,2021,2
Agassiz,2021-02-02,12.75,2021,2
Agassiz,2021-02-03,10.0,2021,2
Agassiz,2021-02-04,13.916666666666666,2021,2
Agassiz,2021-02-05,11.0,2021,2
Agassiz,2021-02-06,3.5833333333333335,2021,2
Agassiz,2021-02-07,8.541666666666666,2021,2
Agassiz,2021-02-08,2.0,2021,2
Agassiz,2021-02-09,2.9166666666666665,2021,2
Agassiz,2021-02-10,2.1666666666666665,2021,2
Agassiz,2021-02-11,1.25,2021,2
Agassiz,2021-02-12,1.4583333333333333,2021,2
Agassiz,2021-02-13,1.9166666666666667,2021,2
Agassiz,2021-02-14,2.6666666666666665,2021,2
Agassiz,2021-02-15,3.5833333333333335,2021,2
Agassiz,2021-02-16,18.666666666666668,2021,2
Agassiz,2021-02-17,12.333333333333334,2021,2
Agassiz,2021-02-18,6.625,2021,2
Agassiz,2021-02-19,15.291666666666666,2021,2
Agassiz,2021-02-20,6.583333333333333,2021,2
Agassiz,2021-02-21,6.416666666666667,2021,2
Agassiz,2021-02-22,2.0833333333333335,2021,2
Agassiz,2021-02-23,7.916666666666667,2021,2
Agassiz,2021-02-24,8.0,2021,2
Agassiz,2021-02-25,8.333333333333334,2021,2
Agassiz,2021-02-26,7.375,2021,2
Agassiz,2021-02-27,5.416666666666667,2021,2
Agassiz,2021-02-28,6.583333333333333,2021,2
Agassiz,2021-03-01,11.416666666666666,2021,3
Agassiz,2021-03-02,9.375,2021,3
Agassiz,2021-03-03,8.541666666666666,2021,3
Agassiz,2021-03-04,8.25,2021,3
Agassiz,2021-03-05,9.708333333333334,2021,3
Agassiz,2021-03-06,9.625,2021,3
Agassiz,2021-03-07,5.541666666666667,2021,3
Agassiz,2021-03-08,6.25,2021,3
Agassiz,2021-03-09,9.0,2021,3
Agassiz,2021-03-10,8.875,2021,3
Agassiz,2021-03-11,8.458333333333334,2021,3
Agassiz,2021-03-12,15.875,2021,3
Agassiz,2021-03-13,8.375,2021,3
Agassiz,2021-03-14,5.208333333333333,2021,3
Agassiz,2021-03-15,9.958333333333334,2021,3
Agassiz,2021-03-16,11.75,2021,3
Agassiz,2021-03-17,6.958333333333333,2021,3
Agassiz,2021-03-18,5.833333333333333,2021,3
Agassiz,2021-03-19,8.0,2021,3
Agassiz,2021-03-20,4.541666666666667,2021,3
Agassiz,2021-03-21,3.5416666666666665,2021,3
Agassiz,2021-03-22,7.875,2021,3
Agassiz,2021-03-23,10.166666666666666,2021,3
Agassiz,2021-03-24,5.916666666666667,2021,3
Agassiz,2021-03-25,7.833333333333333,2021,3
Agassiz,2021-03-26,14.208333333333334,2021,3
Agassiz,2021-03-27,9.875,2021,3
Agassiz,2021-03-28,4.75,2021,3
Agassiz,2021-03-29,12.5,2021,3
Agassiz,2021-03-30,10.416666666666666,2021,3
Agassiz,2021-03-31,8.833333333333334,2021,3
Agassiz,2021-04-01,9.541666666666666,2021,4
Agassiz,2021-04-02,8.791666666666666,2021,4
Agassiz,2021-04-03,7.583333333333333,2021,4
Agassiz,2021-04-04,5.833333333333333,2021,4
Agassiz,2021-04-05,7.333333333333333,2021,4
Agassiz,2021-04-06,11.291666666666666,2021,4
Agassiz,2021-04-07,9.318181818181818,2021,4
Agassiz,2021-04-08,6.388888888888889,2021,4
Agassiz,2021-04-09,6.75,2021,4
Agassiz,2021-04-10,3.6666666666666665,2021,4
Agassiz,2021-04-11,6.666666666666667,2021,4
Agassiz,2021-04-12,2.4583333333333335,2021,4
Agassiz,2021-04-13,3.4166666666666665,2021,4
Agassiz,2021-04-14,3.25,2021,4
Agassiz,2021-04-15,7.0,2021,4
Agassiz,2021-04-16,5.708333333333333,2021,4
Agassiz,2021-04-17,5.416666666666667,2021,4
Agassiz,2021-04-18,2.8333333333333335,2021,4
Agassiz,2021-04-19,5.875,2021,4
Agassiz,2021-04-20,6.916666666666667,2021,4
Agassiz,2021-04-21,7.0,2021,4
Agassiz,2021-04-22,8.333333333333334,2021,4
Agassiz,2021-04-23,9.333333333333334,2021,4
Agassiz,2021-04-24,4.125,2021,4
Agassiz,2021-04-25,4.083333333333333,2021,4
Agassiz,2021-04-26,5.583333333333333,2021,4
Agassiz,2021-04-27,6.75,2021,4
Agassiz,2021-04-28,8.25,2021,4
Agassiz,2021-04-29,5.5,2021,4
Agassiz,2021-04-30,5.75,2021,4
Agassiz,2021-05-01,3.9583333333333335,2021,5
Agassiz,2021-05-02,5.25,2021,5
Agassiz,2021-05-03,7.25,2021,5
Agassiz,2021-05-04,7.130434782608695,2021,5
Agassiz,2021-05-05,5.541666666666667,2021,5
Agassiz,2021-05-06,4.875,2021,5
Agassiz,2021-05-07,4.708333333333333,2021,5
Agassiz,2021-05-08,4.833333333333333,2021,5
Agassiz,2021-05-09,5.458333333333333,2021,5
Agassiz,2021-05-10,7.291666666666667,2021,5
Agassiz,2021-05-11,7.375,2021,5
Agassiz,2021-05-12,9.916666666666666,2021,5
Agassiz,2021-05-13,5.375,2021,5
Agassiz,2021-05-14,7.0,2021,5
Agassiz,2021-05-15,6.375,2021,5
Agassiz,2021-05-16,6.708333333333333,2021,5
Agassiz,2021-05-17,6.363636363636363,2021,5
Agassiz,2021-05-18,3.0476190476190474,2021,5
Agassiz,2021-05-19,6.458333333333333,2021,5
Agassiz,2021-05-20,5.25,2021,5
Agassiz,2021-05-21,7.125,2021,5
Agassiz,2021-05-22,5.125,2021,5
Agassiz,2021-05-23,6.416666666666667,2021,5
Agassiz,2021-05-24,4.541666666666667,2021,5
Agassiz,2021-05-25,5.541666666666667,2021,5
Agassiz,2021-05-26,5.5,2021,5
Agassiz,2021-05-27,4.416666666666667,2021,5
Agassiz,2021-05-28,5.541666666666667,2021,5
Agassiz,2021-05-29,5.5,2021,5
Agassiz,2021-05-30,6.041666666666667,2021,5
Agassiz,2021-05-31,8.875,2021,5
Agassiz,2021-06-01,6.208333333333333,2021,6
Agassiz,2021-06-02,6.291666666666667,2021,6
Agassiz,2021-06-03,7.583333333333333,2021,6
Agassiz,2021-06-04,7.5,2021,6
Agassiz,2021-06-05,2.25,2021,6
Agassiz,2021-06-06,3.4166666666666665,2021,6
Agassiz,2021-06-07,5.958333333333333,2021,6
Agassiz,2021-06-08,6.458333333333333,2021,6
Agassiz,2021-06-09,7.666666666666667,2021,6
Agassiz,2021-06-10,7.416666666666667,2021,6
Agassiz,2021-06-11,5.416666666666667,2021,6
Agassiz,2021-06-12,5.125,2021,6
Agassiz,2021-06-13,4.458333333333333,2021,6
Agassiz,2021-06-14,5.916666666666667,2021,6
Agassiz,2021-06-15,5.166666666666667,2021,6
Agassiz,2021-06-16,6.625,2021,6
Agassiz,2021-06-17,7.75,2021,6
Agassiz,2021-06-18,7.791666666666667,2021,6
Agassiz,2021-06-19,7.666666666666667,2021,6
Agassiz,2021-06-20,5.375,2021,6
Agassiz,2021-06-21,5.208333333333333,2021,6
Agassiz,2021-06-22,9.416666666666666,2021,6
Agassiz,2021-06-23,7.458333333333333,2021,6
Agassiz,2021-06-24,7.416666666666667,2021,6
Agassiz,2021-06-25,8.5,2021,6
Agassiz,2021-06-26,6.708333333333333,2021,6
Agassiz,2021-06-27,4.75,2021,6
Agassiz,2021-06-28,5.708333333333333,2021,6
Agassiz,2021-06-29,4.125,2021,6
Agassiz,2021-06-30,4.375,2021,6
Agassiz,2021-07-01,2.8333333333333335,2021,7
Agassiz,2021-07-02,4.125,2021,7
Agassiz,2021-07-03,4.625,2021,7
Agassiz,2021-07-04,4.416666666666667,2021,7
Agassiz,2021-07-05,5.708333333333333,2021,7
Agassiz,2021-07-06,6.333333333333333,2021,7
Agassiz,2021-07-07,7.416666666666667,2021,7
Agassiz,2021-07-08,4.083333333333333,2021,7
Agassiz,2021-07-09,5.708333333333333,2021,7
Agassiz,2021-07-10,5.041666666666667,2021,7
Agassiz,2021-07-11,5.083333333333333,2021,7
Agassiz,2021-07-12,8.375,2021,7
Agassiz,2021-07-13,6.916666666666667,2021,7
Agassiz,2021-07-14,4.782608695652174,2021,7
Agassiz,2021-07-15,5.25,2021,7
Agassiz,2021-07-16,5.791666666666667,2021,7
