File generated on // Fichier créé sur, 2025-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pollutant // Polluant:, O3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Units // Unités, ppb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note // Note,Data is hour ending local standard time // Données en heure normale locale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note // Note,Zeros are valid. -999 denotes no data available // Zéros sont valides .-999 Données non disponibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pollutant//Polluant,NAPS ID//Identifiant SNPA,City//Ville,Province/Territory//Province/Territoire,Latitude//Latitude,Longitude//Longitude,Date//Date,H01//H01,H02//H02,H03//H03,H04//H04,H05//H05,H06//H06,H07//H07,H08//H08,H09//H09,H10//H10,H11//H11,H12//H12,H13//H13,H14//H14,H15//H15,H16//H16,H17//H17,H18//H18,H19//H19,H20//H20,H21//H21,H22//H22,H23//H23,H24//H24
O3,010102,St. John's,NL,47.56038,-52.71147,2023-02-09,33,34,34,34,35,33,31,28,26,32,34,34,34,35,35,34,32,32,32,32,31,32,31,31
O3,010102,St. John's,NL,47.56038,-52.71147,2023-02-10,30,31,31,32,31,32,31,31,31,32,32,-999,32,30,29,18,20,24,14,15,25,28,28,27
O3,010102,St. John's,NL,47.56038,-52.71147,2023-02-11,30,30,32,35,37,37,36,36,35,33,33,33,33,33,33,33,34,36,36,36,36,36,36,36
O3,010102,St. John's,NL,47.56038,-52.71147,2023-02-12,36,37,37,37,38,38,39,39,38,38,38,38,38,38,38,38,38,36,34,32,26,22,27,33
O3,010102,St. John's,NL,47.56038,-52.71147,2023-02-13,29,29,34,31,31,28,28,16,26,35,35,35,35,36,37,35,32,31,23,25,27,32,35,36
O3,010102,St. John's,NL,47.56038,-52.71147,2023-02-14,37,37,35,37,37,36,36,38,37,37,34,32,32,33,32,31,31,31,31,35,38,38,38,39
O3,010102,St. John's,NL,47.56038,-52.71147,2023-02-15,40,41,39,38,38,38,39,39,38,39,38,37,34,36,36,37,37,36,36,35,34,33,21,22
O3,010102,St. John's,NL,47.56038,-52.71147,2023-02-16,31,31,33,28,36,35,31,29,27,22,35,36,33,35,35,37,37,38,38,37,35,37,36,32
O3,010102,St. John's,NL,47.56038,-52.71147,2023-02-17,34,31,32,31,30,30,30,31,30,33,35,36,37,37,35,33,32,25,12,18,19,24,23,25
O3,010102,St. John's,NL,47.56038,-52.71147,2023-02-18,33,34,34,29,30,33,33,35,34,37,37,37,37,38,39,38,38,37,37,36,37,36,36,36
O3,010102,St. John's,NL,47.56038,-52.71147,2023-02-19,33,29,27,30,30,29,28,31,35,35,36,36,37,36,35,36,36,35,28,29,29,27,24,23
O3,010102,St. John's,NL,47.56038,-52.71147,2023-02-20,22,22,20,17,21,18,20,21,20,15,26,32,34,34,35,34,36,36,37,38,39,39,38,39
O3,010102,St. John's,NL,47.56038,-52.71147,2023-02-21,39,39,39,39,40,41,41,41,41,42,43,42,43,40,38,34,35,35,33,35,33,31,31,31
O3,010102,St. John's,NL,47.56038,-52.71147,2023-02-22,34,33,28,31,30,29,31,33,34,36,34,31,30,28,26,27,28,29,30,30,30,30,30,32
O3,010102,St. John's,NL,47.56038,-52.71147,2023-02-23,34,34,35,35,35,35,35,35,35,35,35,36,37,37,38,39,38,38,37,36,37,38,37,34
O3,010102,St. John's,NL,47.56038,-52.71147,2023-02-24,36,34,33,33,34,34,32,32,32,32,33,34,34,34,34,35,35,32,29,25,26,28,29,29
O3,010102,St. John's,NL,47.56038,-52.71147,2023-02-25,32,32,32,32,32,31,30,30,29,29,30,30,30,30,30,31,29,29,28,29,31,30,30,30
O3,010102,St. John's,NL,47.56038,-52.71147,2023-02-26,31,32,33,33,33,33,32,34,34,34,35,36,37,37,38,38,38,37,36,37,37,38,38,36
O3,010102,St. John's,NL,47.56038,-52.71147,2023-02-27,38,35,37,30,25,23,29,21,37,37,35,34,35,36,37,36,36,35,32,30,22,22,24,23
O3,010102,St. John's,NL,47.56038,-52.71147,2023-02-28,21,22,22,20,23,20,19,21,26,37,38,38,38,39,39,38,39,38,39,39,38,40,40,38
O3,010102,St. John's,NL,47.56038,-52.71147,2023-03-01,39,40,40,41,41,41,40,39,39,38,40,40,39,39,39,39,38,38,38,37,38,38,37,38
O3,010102,St. John's,NL,47.56038,-52.71147,2023-03-02,38,37,38,38,37,37,39,38,38,38,38,38,39,38,40,42,41,38,38,39,40,39,39,38
O3,010102,St. John's,NL,47.56038,-52.71147,2023-03-03,37,38,36,35,32,31,25,23,23,24,32,26,31,34,38,37,35,34,31,35,32,35,39,39
O3,010102,St. John's,NL,47.56038,-52.71147,2023-03-04,38,36,38,37,37,38,38,38,38,38,38,38,37,38,39,39,39,39,38,37,35,35,36,36
O3,010102,St. John's,NL,47.56038,-52.71147,2023-03-05,36,36,36,33,34,35,34,33,35,35,36,35,34,36,39,38,36,35,34,33,34,35,36,37
O3,010102,St. John's,NL,47.56038,-52.71147,2023-03-06,36,35,35,34,31,25,19,11,16,9,26,35,36,33,35,34,34,32,35,33,22,29,35,36
O3,010102,St. John's,NL,47.56038,-52.71147,2023-03-07,36,27,35,34,38,38,38,37,37,36,37,37,33,26,35,15,27,31,38,38,39,40,39,41
O3,010102,St. John's,NL,47.56038,-52.71147,2023-03-08,40,40,42,42,42,42,40,40,38,39,39,38,38,39,39,39,39,39,39,40,41,42,42,43
O3,010102,St. John's,NL,47.56038,-52.71147,2023-03-09,42,42,42,43,43,43,43,43,43,44,43,45,44,43,43,42,41,41,42,43,43,43,43,43
O3,010102,St. John's,NL,47.56038,-52.71147,2023-03-10,43,43,43,43,42,42,41,41,40,40,40,40,39,39,40,39,39,38,40,39,39,39,38,38
O3,010102,St. John's,NL,47.56038,-52.71147,2023-03-11,38,38,38,38,38,38,38,40,41,41,41,40,41,41,41,40,40,40,40,40,41,40,40,41
O3,010102,St. John's,NL,47.56038,-52.71147,2023-03-12,41,41,41,41,41,40,40,41,41,41,41,41,37,36,40,39,39,39,39,40,41,41,41,41
O3,010102,St. John's,NL,47.56038,-52.71147,2023-03-13,41,42,42,42,42,42,42,42,43,43,42,42,42,41,42,42,41,40,40,40,40,40,40,39
O3,010102,St. John's,NL,47.56038,-52.71147,2023-03-14,39,39,39,39,38,33,30,36,38,37,38,38,38,38,38,36,35,33,37,36,37,37,37,38
O3,010102,St. John's,NL,47.56038,-52.71147,2023-03-15,37,38,37,34,39,35,29,32,34,35,34,35,36,35,35,37,37,33,29,35,37,37,36,39
O3,010102,St. John's,NL,47.56038,-52.71147,2023-03-16,40,39,38,34,33,28,29,36,37,33,34,34,35,33,26,34,38,31,21,25,29,30,29,28
O3,010102,St. John's,NL,47.56038,-52.71147,2023-03-17,27,29,38,42,44,45,43,42,42,42,40,42,41,42,41,42,41,40,40,40,40,40,39,39
O3,010102,St. John's,NL,47.56038,-52.71147,2023-03-18,41,42,42,41,42,41,40,40,40,40,40,40,39,38,38,37,37,35,33,34,32,29,24,15
O3,010102,St. John's,NL,47.56038,-52.71147,2023-03-19,18,19,18,23,21,16,29,33,28,34,32,28,40,41,41,45,46,41,39,38,38,39,39,43
O3,010102,St. John's,NL,47.56038,-52.71147,2023-03-20,39,37,39,43,42,41,38,37,37,38,38,38,37,37,36,37,38,39,38,38,38,39,40,40
O3,010102,St. John's,NL,47.56038,-52.71147,2023-03-21,38,38,39,39,40,38,39,38,37,37,37,37,37,37,37,38,35,36,35,36,36,36,36,34
O3,010102,St. John's,NL,47.56038,-52.71147,2023-03-22,33,32,33,33,34,34,33,33,34,35,35,34,35,37,37,27,27,22,20,21,27,37,39,40
O3,010102,St. John's,NL,47.56038,-52.71147,2023-03-23,42,40,40,39,39,38,40,37,36,37,37,38,37,38,38,38,38,37,33,26,20,18,19,17
O3,010102,St. John's,NL,47.56038,-52.71147,2023-03-24,17,17,12,7,3,2,25,30,26,32,37,39,40,40,40,39,42,40,39,40,40,42,41,43
O3,010102,St. John's,NL,47.56038,-52.71147,2023-03-25,42,43,42,45,45,46,44,43,43,43,42,43,43,43,42,42,43,43,43,43,43,43,43,43
O3,010102,St. John's,NL,47.56038,-52.71147,2023-03-26,42,43,43,43,43,42,43,43,43,42,42,42,41,41,41,41,40,41,41,42,42,42,42,42
O3,010102,St. John's,NL,47.56038,-52.71147,2023-03-27,42,41,41,42,41,41,40,40,40,40,40,39,39,40,40,40,40,40,38,38,38,38,36,38
O3,010102,St. John's,NL,47.56038,-52.71147,2023-03-28,38,40,41,42,43,42,41,42,42,41,42,36,39,40,40,40,41,41,41,41,41,41,42,42
O3,010102,St. John's,NL,47.56038,-52.71147,2023-03-29,42,42,43,42,42,41,41,41,42,42,42,43,43,43,43,43,43,42,42,43,41,42,42,41
O3,010102,St. John's,NL,47.56038,-52.71147,2023-03-30,38,38,39,39,37,34,26,35,40,40,35,30,31,31,39,40,40,33,42,42,41,41,39,36
O3,010102,St. John's,NL,47.56038,-52.71147,2023-03-31,34,33,34,42,40,38,35,35,35,33,32,36,38,37,40,36,31,40,37,29,28,32,32,27
O3,010102,St. John's,NL,47.56038,-52.71147,2023-04-01,33,36,36,37,34,25,27,33,36,38,37,39,41,40,40,41,41,40,39,39,40,40,41,41
O3,010102,St. John's,NL,47.56038,-52.71147,2023-04-02,41,42,43,44,42,41,34,44,44,45,43,42,43,43,42,40,42,41,39,38,38,37,37,36
O3,010102,St. John's,NL,47.56038,-52.71147,2023-04-03,36,37,37,38,38,35,38,40,42,42,41,41,40,39,39,39,38,37,38,37,37,37,37,36
O3,010102,St. John's,NL,47.56038,-52.71147,2023-04-04,36,36,37,39,38,39,37,35,38,39,40,40,42,43,45,45,45,45,41,40,40,39,39,40
O3,010102,St. John's,NL,47.56038,-52.71147,2023-04-05,41,39,42,42,40,39,35,35,38,41,42,41,39,38,38,40,40,39,38,36,36,41,44,44
O3,010102,St. John's,NL,47.56038,-52.71147,2023-04-06,45,45,45,44,43,40,37,40,41,42,43,44,42,43,42,42,42,43,41,40,41,40,41,42
O3,010102,St. John's,NL,47.56038,-52.71147,2023-04-07,42,42,42,42,43,42,39,37,35,33,34,38,38,38,38,37,36,37,36,34,33,34,36,40
O3,010102,St. John's,NL,47.56038,-52.71147,2023-04-08,42,43,41,40,39,38,37,38,39,39,39,39,39,39,39,40,41,42,42,42,40,40,39,41
O3,010102,St. John's,NL,47.56038,-52.71147,2023-04-09,42,42,42,43,43,42,42,43,43,44,44,44,44,45,44,43,43,43,42,43,43,43,43,43
O3,010102,St. John's,NL,47.56038,-52.71147,2023-04-10,43,42,41,39,39,39,37,39,41,40,41,40,-999,40,40,42,41,40,33,29,21,26,39,39
O3,010102,St. John's,NL,47.56038,-52.71147,2023-04-11,40,42,42,41,42,40,39,38,30,-999,-999,34,42,42,42,42,43,43,44,45,44,42,37,36
O3,010102,St. John's,NL,47.56038,-52.71147,2023-04-12,29,23,7,31,13,8,8,19,28,37,37,40,39,38,40,43,44,42,41,37,35,37,39,32
O3,010102,St. John's,NL,47.56038,-52.71147,2023-04-13,28,18,28,34,31,26,31,39,41,42,42,43,42,42,42,40,38,39,40,39,38,37,35,30
O3,010102,St. John's,NL,47.56038,-52.71147,2023-04-14,32,35,35,36,36,33,32,33,36,36,37,37,35,36,37,41,42,41,42,41,38,38,37,37
O3,010102,St. John's,NL,47.56038,-52.71147,2023-04-15,38,40,40,40,39,39,39,40,40,39,39,39,40,39,40,39,38,38,38,39,38,38,38,38
O3,010102,St. John's,NL,47.56038,-52.71147,2023-04-16,37,36,36,36,36,34,35,36,36,35,35,35,35,36,30,27,29,25,27,30,32,28,29,23
O3,010102,St. John's,NL,47.56038,-52.71147,2023-04-17,19,17,14,13,10,9,5,13,23,32,36,35,25,25,22,34,36,36,34,35,33,31,33,25
O3,010102,St. John's,NL,47.56038,-52.71147,2023-04-18,18,10,11,10,6,2,3,12,18,18,24,24,19,28,27,32,32,31,33,31,35,33,36,34
O3,010102,St. John's,NL,47.56038,-52.71147,2023-04-19,35,38,34,32,25,34,33,32,31,33,36,35,37,37,31,33,31,31,32,32,33,30,31,38
O3,010102,St. John's,NL,47.56038,-52.71147,2023-04-20,39,40,39,36,36,36,32,35,35,30,26,26,34,33,34,35,34,37,33,32,35,38,36,32
O3,010102,St. John's,NL,47.56038,-52.71147,2023-04-21,31,31,34,33,36,35,36,38,39,39,39,40,40,40,40,39,38,37,37,38,39,40,41,43
O3,010102,St. John's,NL,47.56038,-52.71147,2023-04-22,44,45,46,47,47,46,46,46,45,45,45,45,44,45,46,47,47,47,47,47,47,48,47,48
O3,010102,St. John's,NL,47.56038,-52.71147,2023-04-23,47,47,49,50,50,50,49,48,47,46,46,46,46,46,45,45,45,46,46,47,47,48,47,47
O3,010102,St. John's,NL,47.56038,-52.71147,2023-04-24,47,47,46,46,45,45,43,42,42,42,41,40,40,39,38,38,37,37,37,38,39,39,39,39
O3,010102,St. John's,NL,47.56038,-52.71147,2023-04-25,40,41,41,41,41,41,40,38,39,39,40,37,40,41,41,40,40,39,40,39,39,39,39,39
O3,010102,St. John's,NL,47.56038,-52.71147,2023-04-26,39,40,41,42,42,42,41,40,40,41,41,41,41,41,41,41,41,41,41,40,40,40,40,40
O3,010102,St. John's,NL,47.56038,-52.71147,2023-04-27,38,38,39,40,41,41,41,39,40,40,40,40,40,39,40,40,40,34,28,37,36,38,39,39
O3,010102,St. John's,NL,47.56038,-52.71147,2023-04-28,40,39,38,37,37,36,37,37,37,36,35,36,37,40,40,40,40,40,39,39,38,40,40,40
O3,010102,St. John's,NL,47.56038,-52.71147,2023-04-29,41,41,41,42,42,41,42,41,41,41,41,41,40,40,40,40,40,40,39,39,39,39,40,40
O3,010102,St. John's,NL,47.56038,-52.71147,2023-04-30,39,39,39,39,39,39,39,39,41,41,42,42,43,42,41,41,41,42,41,41,42,42,42,42
O3,010102,St. John's,NL,47.56038,-52.71147,2023-05-01,41,41,40,42,41,41,40,39,39,39,40,41,41,41,41,40,40,40,40,40,40,40,40,40
O3,010102,St. John's,NL,47.56038,-52.71147,2023-05-02,40,41,41,41,40,40,40,41,41,41,38,35,37,38,38,38,40,40,40,39,39,40,40,40
O3,010102,St. John's,NL,47.56038,-52.71147,2023-05-03,39,37,37,37,37,38,37,35,24,26,29,31,34,37,36,34,34,29,31,32,30,35,35,35
O3,010102,St. John's,NL,47.56038,-52.71147,2023-05-04,36,36,37,36,37,35,34,34,35,36,34,36,36,36,37,36,37,38,38,37,38,39,39,40
O3,010102,St. John's,NL,47.56038,-52.71147,2023-05-05,40,40,41,41,41,41,41,40,40,39,39,36,36,38,38,38,38,38,38,38,36,35,37,34
O3,010102,St. John's,NL,47.56038,-52.71147,2023-05-06,33,33,33,33,32,33,32,32,33,33,33,33,33,33,34,34,32,32,32,32,33,32,32,32
O3,010102,St. John's,NL,47.56038,-52.71147,2023-05-07,29,28,28,27,29,28,28,30,31,33,37,38,38,37,37,35,35,33,33,34,34,35,35,35
O3,010102,St. John's,NL,47.56038,-52.71147,2023-05-08,35,34,34,34,35,34,34,35,37,38,37,34,34,33,33,33,33,35,35,37,38,38,38,38
O3,010102,St. John's,NL,47.56038,-52.71147,2023-05-09,38,38,39,39,40,37,28,9,33,41,39,33,31,30,27,27,27,28,29,30,31,32,33,32
O3,010102,St. John's,NL,47.56038,-52.71147,2023-05-10,32,31,31,30,30,29,29,30,-999,31,32,32,32,30,31,33,37,34,34,34,33,29,26,26
O3,010102,St. John's,NL,47.56038,-52.71147,2023-05-11,24,25,26,24,22,20,26,30,32,33,34,34,35,35,35,36,35,34,34,34,33,33,33,33
O3,010102,St. John's,NL,47.56038,-52.71147,2023-05-12,33,32,31,30,29,25,26,27,28,29,30,31,31,28,26,25,24,21,14,12,10,16,20,20
O3,010102,St. John's,NL,47.56038,-52.71147,2023-05-13,19,21,20,21,21,21,25,26,36,35,36,36,37,36,36,37,35,34,34,33,33,34,35,38
O3,010102,St. John's,NL,47.56038,-52.71147,2023-05-14,38,34,42,40,43,43,43,43,43,40,42,44,37,35,31,28,27,27,26,25,22,19,20,21
O3,010102,St. John's,NL,47.56038,-52.71147,2023-05-15,22,23,24,23,22,20,20,21,23,24,26,28,30,31,32,34,35,34,32,31,31,33,33,31
O3,010102,St. John's,NL,47.56038,-52.71147,2023-05-16,29,28,28,28,28,28,25,26,29,33,33,34,34,34,34,34,35,35,34,32,30,29,25,5
O3,010102,St. John's,NL,47.56038,-52.71147,2023-05-17,13,15,30,31,30,30,36,46,47,47,45,46,45,43,45,45,45,42,40,38,38,39,40,43
O3,010102,St. John's,NL,47.56038,-52.71147,2023-05-18,42,40,41,40,39,39,34,27,24,28,27,26,25,28,30,32,32,33,32,30,29,24,24,27
O3,010102,St. John's,NL,47.56038,-52.71147,2023-05-19,28,27,27,27,28,28,29,29,30,30,30,30,31,31,32,32,32,34,33,31,31,30,30,30
O3,010102,St. John's,NL,47.56038,-52.71147,2023-05-20,29,30,31,29,28,27,30,32,32,33,33,33,34,34,34,34,35,35,35,35,33,32,32,33
O3,010102,St. John's,NL,47.56038,-52.71147,2023-05-21,33,34,32,31,31,33,33,36,37,37,36,37,36,35,39,41,39,38,38,37,38,38,38,36
O3,010102,St. John's,NL,47.56038,-52.71147,2023-05-22,35,33,32,30,28,26,26,26,24,25,24,24,22,9,24,24,24,24,24,24,25,22,22,22
O3,010102,St. John's,NL,47.56038,-52.71147,2023-05-23,22,22,20,17,17,16,22,22,20,20,23,24,26,26,26,27,27,26,25,25,24,24,24,24
O3,010102,St. John's,NL,47.56038,-52.71147,2023-05-24,25,25,26,25,25,26,26,25,25,21,23,25,26,26,24,21,23,22,16,19,18,14,11,11
O3,010102,St. John's,NL,47.56038,-52.71147,2023-05-25,11,11,10,12,13,12,5,10,12,27,29,32,33,35,36,36,32,30,30,32,32,34,38,37
O3,010102,St. John's,NL,47.56038,-52.71147,2023-05-26,35,37,40,33,31,30,28,31,28,27,22,27,26,26,23,12,10,15,18,17,24,25,27,26
O3,010102,St. John's,NL,47.56038,-52.71147,2023-05-27,27,29,31,30,31,30,31,31,29,29,30,32,32,34,35,36,32,31,29,26,27,25,27,31
O3,010102,St. John's,NL,47.56038,-52.71147,2023-05-28,32,32,31,32,31,30,30,30,29,30,30,31,33,35,36,34,34,36,40,41,39,39,41,41
O3,010102,St. John's,NL,47.56038,-52.71147,2023-05-29,43,41,39,37,38,39,36,27,23,25,29,31,27,25,24,22,22,21,21,21,21,20,20,20
O3,010102,St. John's,NL,47.56038,-52.71147,2023-05-30,20,21,21,19,13,14,21,23,23,23,-999,21,18,14,13,15,17,18,17,20,12,14,18,22
O3,010102,St. John's,NL,47.56038,-52.71147,2023-05-31,22,22,19,16,17,19,17,15,18,11,15,20,12,15,12,24,19,13,10,6,9,16,10,10
O3,010102,St. John's,NL,47.56038,-52.71147,2023-06-01,8,4,3,1,9,28,19,18,21,22,25,24,24,21,25,23,19,27,22,22,27,28,28,26
O3,010102,St. John's,NL,47.56038,-52.71147,2023-06-02,25,31,23,17,31,21,30,20,25,31,22,20,26,26,28,22,27,27,30,27,28,25,24,24
O3,010102,St. John's,NL,47.56038,-52.71147,2023-06-03,25,24,23,25,24,25,25,27,26,27,23,26,28,27,26,28,26,27,25,24,20,24,21,23
O3,010102,St. John's,NL,47.56038,-52.71147,2023-06-04,21,23,19,23,24,23,21,23,23,23,22,22,21,21,21,20,20,19,19,19,18,18,18,18
O3,010102,St. John's,NL,47.56038,-52.71147,2023-06-05,18,13,18,19,19,17,17,11,11,8,11,11,14,16,12,16,16,14,9,15,20,21,18,19
O3,010102,St. John's,NL,47.56038,-52.71147,2023-06-06,20,19,23,25,21,17,18,19,21,25,28,24,24,26,22,23,23,25,23,18,18,27,25,23
O3,010102,St. John's,NL,47.56038,-52.71147,2023-06-07,25,19,13,7,10,11,11,12,13,18,13,12,-999,15,17,19,15,6,11,11,4,0,5,10
O3,010102,St. John's,NL,47.56038,-52.71147,2023-06-08,10,9,3,1,12,8,1,4,8,15,15,16,15,17,15,10,16,14,12,12,10,9,1,1
O3,010102,St. John's,NL,47.56038,-52.71147,2023-06-09,0,0,2,3,15,13,0,4,2,6,4,2,4,8,9,9,16,19,18,20,14,14,13,17
O3,010102,St. John's,NL,47.56038,-52.71147,2023-06-10,15,18,18,20,16,19,26,15,23,27,31,31,26,22,19,4,26,25,24,22,21,22,23,26
