File generated on // Fichier créé sur, 2025-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pollutant // Polluant:, SO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Units // Unités, ppb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note // Note,Data is hour ending local standard time // Données en heure normale locale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note // Note,Zeros are valid. -999 denotes no data available // Zéros sont valides .-999 Données non disponibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pollutant//Polluant,NAPS ID//Identifiant SNPA,City//Ville,Province/Territory//Province/Territoire,Latitude//Latitude,Longitude//Longitude,Date//Date,H01//H01,H02//H02,H03//H03,H04//H04,H05//H05,H06//H06,H07//H07,H08//H08,H09//H09,H10//H10,H11//H11,H12//H12,H13//H13,H14//H14,H15//H15,H16//H16,H17//H17,H18//H18,H19//H19,H20//H20,H21//H21,H22//H22,H23//H23,H24//H24
SO2,010102,St. John's,NL,47.56038,-52.71147,2023-01-18,0.2,0.1,0,0.1,0.1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.3
SO2,010102,St. John's,NL,47.56038,-52.71147,2023-01-19,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1
SO2,010102,St. John's,NL,47.56038,-52.71147,2023-01-20,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0.3,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SO2,010102,St. John's,NL,47.56038,-52.71147,2023-01-21,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2
SO2,010102,St. John's,NL,47.56038,-52.71147,2023-01-22,0.1,0.1,0.1,0,0.1,0.1,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0.1,0.1,0.1,0.1
SO2,010102,St. John's,NL,47.56038,-52.71147,2023-01-23,0.1,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0.1,0.1,0.1
SO2,010102,St. John's,NL,47.56038,-52.71147,2023-01-24,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.2
SO2,010102,St. John's,NL,47.56038,-52.71147,2023-01-25,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SO2,010102,St. John's,NL,47.56038,-52.71147,2023-01-26,0.1,0,0,0,0,0.1,0.1,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1
SO2,010102,St. John's,NL,47.56038,-52.71147,2023-01-27,0.1,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0,0.1
SO2,010102,St. John's,NL,47.56038,-52.71147,2023-01-28,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0
SO2,010102,St. John's,NL,47.56038,-52.71147,2023-01-29,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2
SO2,010102,St. John's,NL,47.56038,-52.71147,2023-01-30,0.1,0.1,0,0,0,0,0,0,0,0,0,0.1,0,0,0.1,0,0.1,0.1,0.2,0.1,0.2,0.3,0.3,0.4
SO2,010102,St. John's,NL,47.56038,-52.71147,2023-01-31,0.1,0.1,0,0.1,0,0.1,0.1,0.1,0.2,0.2,0.3,0.4,0.3,0.3,0.5,0.4,0.1,0.3,0.2,0.2,0.2,0.1,0.1,0.1
SO2,010102,St. John's,NL,47.56038,-52.71147,2023-02-01,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.1,0.1,0.2,0.2,0.2,0.1,0.2
SO2,010102,St. John's,NL,47.56038,-52.71147,2023-02-02,0.2,0.2,0.2,0.3,0.4,0.3,0.2,0.2,0.2,0.4,0.3,0.2,0.1,0.1,0,0.1,0.1,0.3,0.7,0.2,0.2,0.2,0.2,0.3
SO2,010102,St. John's,NL,47.56038,-52.71147,2023-02-03,0.1,0,0,0,0.1,0.1,0.2,0.1,0.1,0.2,0.2,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2
SO2,010102,St. John's,NL,47.56038,-52.71147,2023-02-04,0.3,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1
SO2,010102,St. John's,NL,47.56038,-52.71147,2023-02-05,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.2,0.4,0.2,0.1,0.1,0.1,0.5,0.1,0.1,0.1,0.1,0.1
SO2,010102,St. John's,NL,47.56038,-52.71147,2023-02-06,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.1,0.1,0,0,0,0,0
SO2,010102,St. John's,NL,47.56038,-52.71147,2023-02-07,0.1,0,0,0,0,0,0.1,0,0,0,0.1,0.1,0,0,0.1,0,0,0,0,0,0,0,0.1,0
SO2,010102,St. John's,NL,47.56038,-52.71147,2023-02-08,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2
SO2,010102,St. John's,NL,47.56038,-52.71147,2023-02-09,0.1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SO2,010102,St. John's,NL,47.56038,-52.71147,2023-02-10,0.1,0,0,0,0,0.1,0.1,0.1,0,0,0,0,0.1,0.1,0.1,0.4,0.3,0.1,0.3,0.3,0.1,0.1,0.1,0.2
SO2,010102,St. John's,NL,47.56038,-52.71147,2023-02-11,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.4
SO2,010102,St. John's,NL,47.56038,-52.71147,2023-02-12,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.2,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.3,0.2,0.2,0.2
SO2,010102,St. John's,NL,47.56038,-52.71147,2023-02-13,0.2,0.1,0.1,0.1,0.1,0.4,0.3,0.3,0.4,0.3,0.2,0.2,0.1,0.1,0.1,0.1,0.2,0.3,0.3,0.4,0.2,0.2,0.1,0.1
SO2,010102,St. John's,NL,47.56038,-52.71147,2023-02-14,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3
SO2,010102,St. John's,NL,47.56038,-52.71147,2023-02-15,0.2,0.2,0.2,0.1,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0.1,0.1,0.1,0.1,0.1,0.4,0.5
SO2,010102,St. John's,NL,47.56038,-52.71147,2023-02-16,0.1,0.1,0.2,0.7,0.6,0.2,0.2,0.2,0.3,0.5,0.2,0.2,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2
SO2,010102,St. John's,NL,47.56038,-52.71147,2023-02-17,0.2,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.4,0.2,0.4,0.6,0.2,0.3,0.3,0.4,0.4,0.3,0.3,0.4,0.3,0.3,0.2,0.4
SO2,010102,St. John's,NL,47.56038,-52.71147,2023-02-18,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1
SO2,010102,St. John's,NL,47.56038,-52.71147,2023-02-19,0.1,0.2,0.2,0.2,0.3,0.6,0.3,0.4,0.3,0.4,0.3,0.4,0.3,0.3,0.8,0.3,0.3,0.2,0.2,0.1,0.2,0.3,0.3,0.3
SO2,010102,St. John's,NL,47.56038,-52.71147,2023-02-20,0.3,0.2,0.3,0.4,0.4,0.5,0.5,0.3,0.7,1.2,0.8,0.4,0.3,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2
SO2,010102,St. John's,NL,47.56038,-52.71147,2023-02-21,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
SO2,010102,St. John's,NL,47.56038,-52.71147,2023-02-22,0.2,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
SO2,010102,St. John's,NL,47.56038,-52.71147,2023-02-23,0.2,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.2,0.2,0.1,0.2,0.2,0.2,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.4
SO2,010102,St. John's,NL,47.56038,-52.71147,2023-02-24,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.2,0.1,0.1,0.1,0.2,0.2,0.4,0.4,0.3,0.2,0.2
SO2,010102,St. John's,NL,47.56038,-52.71147,2023-02-25,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
SO2,010102,St. John's,NL,47.56038,-52.71147,2023-02-26,0.2,0.2,0.1,0.2,0.2,0.1,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.3,0.3,0.3,0.4
SO2,010102,St. John's,NL,47.56038,-52.71147,2023-02-27,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.5,0.4,0.4,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.3,0.5,0.5,0.7,0.6,0.6,0.6
SO2,010102,St. John's,NL,47.56038,-52.71147,2023-02-28,0.6,0.9,0.8,0.8,0.5,0.8,0.9,0.8,1,0.6,0.4,0.3,0.3,0.2,0.3,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2
SO2,010102,St. John's,NL,47.56038,-52.71147,2023-03-01,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.3,0.5,0.4,0.4,0.4,0.5
SO2,010102,St. John's,NL,47.56038,-52.71147,2023-03-02,0.4,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0.3,0.3,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3
SO2,010102,St. John's,NL,47.56038,-52.71147,2023-03-03,0.3,0.2,0.2,0.2,0.2,0.2,0.4,0.8,1.4,3,1.6,1.3,0.9,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.3
SO2,010102,St. John's,NL,47.56038,-52.71147,2023-03-04,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.4,0.4,0.4,0.5,0.5,0.4,0.5
SO2,010102,St. John's,NL,47.56038,-52.71147,2023-03-05,0.4,0.4,0.4,0.4,0.4,0.4,0.3,0.4,0.5,0.6,0.5,0.9,2,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4,0.4
SO2,010102,St. John's,NL,47.56038,-52.71147,2023-03-06,0.3,0.2,0.3,0.3,0.3,0.3,0.4,0.5,0.6,1.4,0.6,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3
SO2,010102,St. John's,NL,47.56038,-52.71147,2023-03-07,0.3,0.3,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.3,0.2,0.2,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.4
SO2,010102,St. John's,NL,47.56038,-52.71147,2023-03-08,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3
SO2,010102,St. John's,NL,47.56038,-52.71147,2023-03-09,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.2,0.3,0.3,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3
SO2,010102,St. John's,NL,47.56038,-52.71147,2023-03-10,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4
SO2,010102,St. John's,NL,47.56038,-52.71147,2023-03-11,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.3,0.2,0.2,0.2
SO2,010102,St. John's,NL,47.56038,-52.71147,2023-03-12,0.3,0.2,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.4,0.7,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
SO2,010102,St. John's,NL,47.56038,-52.71147,2023-03-13,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3
SO2,010102,St. John's,NL,47.56038,-52.71147,2023-03-14,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.2,0.1,0.2,0.2,0.1,0.2
SO2,010102,St. John's,NL,47.56038,-52.71147,2023-03-15,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2
SO2,010102,St. John's,NL,47.56038,-52.71147,2023-03-16,0.3,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.5
SO2,010102,St. John's,NL,47.56038,-52.71147,2023-03-17,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
SO2,010102,St. John's,NL,47.56038,-52.71147,2023-03-18,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4
SO2,010102,St. John's,NL,47.56038,-52.71147,2023-03-19,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.5,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.6,1,1.4,1.3,1.8,0.7
SO2,010102,St. John's,NL,47.56038,-52.71147,2023-03-20,0.4,0.3,0.3,0.3,0.3,0.3,0.5,0.8,0.8,0.6,0.6,0.6,0.6,0.5,0.6,0.5,0.3,0.4,0.4,0.3,0.3,0.3,0.3,0.3
SO2,010102,St. John's,NL,47.56038,-52.71147,2023-03-21,0.3,0.2,0.2,0.2,0.3,0.3,0.3,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.2
SO2,010102,St. John's,NL,47.56038,-52.71147,2023-03-22,0.2,0.1,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.4
SO2,010102,St. John's,NL,47.56038,-52.71147,2023-03-23,0.2,0.2,0.1,0.1,0.1,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.4,0.4,0.4,0.4,0.3
SO2,010102,St. John's,NL,47.56038,-52.71147,2023-03-24,0.3,0.3,0.3,0.5,0.6,1.2,0.6,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
SO2,010102,St. John's,NL,47.56038,-52.71147,2023-03-25,0.3,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4
SO2,010102,St. John's,NL,47.56038,-52.71147,2023-03-26,0.3,0.3,0.3,0.3,0.2,0.3,0.3,0.2,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3
SO2,010102,St. John's,NL,47.56038,-52.71147,2023-03-27,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.3,0.2,0.3,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
SO2,010102,St. John's,NL,47.56038,-52.71147,2023-03-28,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.3,0.3,0.3,0.2,0.3,0.3,0.2,0.3,0.3,0.4
SO2,010102,St. John's,NL,47.56038,-52.71147,2023-03-29,0.3,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
SO2,010102,St. John's,NL,47.56038,-52.71147,2023-03-30,0.2,0.2,0.2,0.2,0.2,0.3,0.5,0.3,0.2,0.3,0.3,0.3,0.3,0.4,0.2,0.2,0.2,0.4,0.3,0.3,0.3,0.3,0.2,0.2
SO2,010102,St. John's,NL,47.56038,-52.71147,2023-03-31,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.3,0.6,0.3,0.3,0.4,0.3,0.3,0.3,0.4,0.3,0.4,0.6
SO2,010102,St. John's,NL,47.56038,-52.71147,2023-04-01,0.3,0.2,0.2,0.2,0.2,0.3,0.4,0.4,0.5,0.5,0.4,0.4,0.3,0.4,0.4,0.4,0.5,0.6,0.6,0.5,0.4,0.4,0.4,0.4
SO2,010102,St. John's,NL,47.56038,-52.71147,2023-04-02,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.6,1,0.9,1.4,0.9,0.6,0.6,0.6,0.5,0.5,0.6,0.6,0.5,0.5
SO2,010102,St. John's,NL,47.56038,-52.71147,2023-04-03,0.4,0.3,0.3,0.3,0.3,0.5,0.5,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4
SO2,010102,St. John's,NL,47.56038,-52.71147,2023-04-04,0.3,0.3,0.4,0.3,0.6,0.7,0.6,0.6,0.3,0.3,0.3,0.3,0.2,0.3,0.5,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.3
SO2,010102,St. John's,NL,47.56038,-52.71147,2023-04-05,0.3,0.4,0.3,0.2,0.2,0.3,0.6,0.5,0.4,0.4,0.3,0.3,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.3,0.3,0.3
SO2,010102,St. John's,NL,47.56038,-52.71147,2023-04-06,0.3,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.3,0.5,0.7,0.4,0.4,0.4,0.4
SO2,010102,St. John's,NL,47.56038,-52.71147,2023-04-07,0.3,0.2,0.3,0.4,0.3,0.2,0.3,0.3,0.3,0.3,0.4,0.4,0.5,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
SO2,010102,St. John's,NL,47.56038,-52.71147,2023-04-08,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.5,0.4
SO2,010102,St. John's,NL,47.56038,-52.71147,2023-04-09,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5
SO2,010102,St. John's,NL,47.56038,-52.71147,2023-04-10,0.4,0.3,0.3,0.7,0.9,0.3,0.3,0.3,0.2,0.3,0.3,0.3,-999,0.2,0.2,0.1,0.1,0.2,0.2,0.1,0.2,0.3,0.2,0.1
SO2,010102,St. John's,NL,47.56038,-52.71147,2023-04-11,0.1,0.1,0.3,0.2,0.2,0.3,0.2,0.1,0.1,0,-999,-999,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2
SO2,010102,St. John's,NL,47.56038,-52.71147,2023-04-12,0.2,0.1,0.2,0.2,0.2,0.3,0.5,0.7,0.3,0.5,0.2,0.1,0.1,0.2,0.1,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.2
SO2,010102,St. John's,NL,47.56038,-52.71147,2023-04-13,0.1,0,0,0,0,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1
SO2,010102,St. John's,NL,47.56038,-52.71147,2023-04-14,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,0.1,0,0.1,0.1,0.1,0
